utc_timestamp,local_timestamp,id_type,caid,location_name,top_category,sub_category,street_address,city,state,zipcode,geohash_5,census_block_group,naics_code,brands,minimum_dwell,safegraph_place_id,placekey
1735718459,1735696859,idfa,cc1a89247d6efd9c21cc1ce95d07d926240e88c4ea514680f0bcf3310d3bde6d,Salvatore's Wedding and Event Venue,Traveler Accommodation,All Other Traveler Accommodation,525 w arlington pl,chicago,illinois,60614,dp3wt,170310701031,721199,"",0.0,sg:442918b16973433390fdec11deb165f9,22f-225@5pw-5zc-h3q
1735844259,1735826259,aaid,19cbc82793c76e1fa8464642c2f4da14dd7135ac871bd563d1adf97e99d29add,A1 Driving Academy,Other Schools and Instruction,Automobile Driving Schools,6305 cottonwood dr,alexandria,virginia,22310,dqcht,510594207002,611692,"",53.0,sg:65e4178b8d8f45c9ad2a5e810678d095,223-222@63r-7yc-xnq
1735756412,1735738412,idfa,e82a3ba9129fc64b126eb49b15edeeca9b04083ffe88d24f28d75670ecdd7ea4,Flapjack Johnnys,Restaurants and Other Eating Places,Full-Service Restaurants,6275 westwood blvd,orlando,florida,32821,djn1d,120950170041,722511,"",0.0,sg:ed5135b451ba32eea11ade55a5a70336,222-223@8fy-8jr-xdv
1735788930,1735752930,idfa,ac71fdcfb90f843b823fc45c57a98d97367d27acf96bad3e2efd7e63b6c21d2d,Sik Do Rak 2,Restaurants and Other Eating Places,Full-Service Restaurants,45-934 kamehameha hwy ste a2,kaneohe,hawaii,96744,87zcc,150030105032,722511,"",0.0,sg:59ca3a7525e14aa29dcc5ffe9b5e989e,zzw-222@8m4-6tg-zzz
1735759275,1735730475,idfa,4bfca7078f0f6676fa63927d05842bd998f54cfaf87b359241acf2b78042e281,JC Penney Salon,Personal Care Services,Beauty Salons,4400 meadows ln,las vegas,nevada,89107,9qqjf,320030001051,812112,"",105.0,sg:1408a0c369123237b7f1ef8c7e7ebc2f,222-223@5yv-j8s-q75
1735759223,1735737623,aaid,72de19e237f33e49493a0fe32056bd5ead91d7ec1f2599655b94fffe52d528a0,Stratford Nature Area,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,stratford nature area,fort worth,texas,76103,9vff6,484391015001,712190,"",0.0,sg:d6600f72ebc84319bdb4185f2c05faca,zzz-222@5qw-vrh-gkz
1735844931,1735826931,idfa,35bc247a329d3319922a51aee2fc4ed07fdb5536e91e25cf94679e3886fab9a0,Second Chance Center of Hope,Civic and Social Organizations,Civic and Social Organizations,420 w oakland ave,washington court house,ohio,43160,dph8v,390479260003,813410,"",0.0,sg:a926116f792f34f8b40dba96eae35afa,22b-222@63h-sdj-ks5
1735699385,1735677785,idfa,8f52c1d40c0e972eda34caa8c4507b5cea3976795d16fd2cb6a5d8466f78aa05,Azac Jr's Taxidermy Studio,Electronics and Appliance Stores,Electronics Stores,1301 highway 12 s,ashland city,tennessee,37015,dn6n7,470210701042,443142,"",0.0,sg:6af42e8cfd083f37859eb992207cb2c0,223-223@5pn-e29-nyv
1735711940,1735686740,idfa,92b659f15768c6121c402a5a89e05dabec39991e7ce4e5c29b07daa9c9b5d90c,Sigler Communications,Electronics and Appliance Stores,Electronics Stores,1324 s university blvd,denver,colorado,80210,9xj3g,080310039021,443142,"",0.0,sg:e1302c8e01dd3a6e90c821e638605fbd,22c-223@5q9-9zp-8sq
1735846261,1735824661,idfa,47bcca6e83a1b1d107925fa5fe852ab1b9483e3a0e754ccf46cbffcf7f802b57,Pivotal Canvas,Book Stores and News Dealers,Book Stores,11811 north fwy,houston,texas,77060,9vk4k,482015337013,451211,"",0.0,sg:f18f8e1d40cb41328cd1942b10374423,222-22k@8fc-9t2-33q
1735746385,1735724785,idfa,ad38b5b227190f1ada300c0ddb960880fb7085da6ff015f97cb9a548068cef83,Homely Thoughts,Other Miscellaneous Manufacturing,,842 westdale rd,montgomery,alabama,36117,djf8n,011010054024,3399,"",0.0,sg:6d52fb7116bd3bc69782e268b8c3d9d4,zzy-225@8gn-nhj-p35
1735698600,1735680600,idfa,cc1780c58b4c0eefae4b3a4ae5619aeab985fb065e79bd8d231098e44db986a4,Lake Allatoona Reserve,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,lake allatoona reserve,acworth,georgia,30101,dn5cb,130670301012,712190,"",0.0,sg:931cce78677441319b1ce08ab68c11be,zzz-222@8gb-6q5-28v
1735802243,1735780643,idfa,22139b8e010887c1dd165471589e99587e19031457fba5c435264e970fa88401,Dirksen Park,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,drive,marquette heights,illinois,61554,dp0r1,171790205003,712190,"",0.0,sg:8483ab564fd346d9874998833cd3c44c,zzz-222@5pv-mnx-cbk
1735836372,1735807572,idfa,56b0c678cfba7317115bf965502b27ed31a5bc3c24756bf923504815646844db,Rush Peterbilt Truck Center Fontana,Automobile Dealers,New Car Dealers,14490 slover ave,fontana,california,92337,9qh3y,060710022041,441110,"Peterbilt,Rush Truck Centers",0.0,sg:035d7dae75bf4e85992f4e6fa29c902a,zzw-222@5z4-kmg-9zz
1735734734,1735716734,aaid,c6fef0017d162e555bac862dc60291872202cce108140976a78fc51c1442cbb7,Atlanta Hustle,Spectator Sports,Sports Teams and Clubs,3200 silverbacks way,atlanta,georgia,30340,dnh0f,130890217052,711211,"",0.0,sg:2a974aa1cbe6392b8b4083e5658f31a0,zzy-222@8g6-yk8-bhq
1735834901,1735816901,idfa,6b4bb92e79833d1e8b0c613bfb7efd23e560ff6960307e972c6e8e9259284c24,Go Energy Financial,Other Financial Investment Activities,Investment Advice,3400 hiram douglasville hwy,hiram,georgia,30141,dn58x,132231205031,523930,"",0.0,sg:5ea0f149328e36128feb27bd4820fe81,224-223@8gb-79f-v75
1735718704,1735700704,aaid,1b90ba902c71a8945ebe3d4b5fe79f6786f2972766ce64beaed3ba6af68f7537,White Plains Regional Park,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,1015 saint charles pkwy,white plains,maryland,20695,dqc73,240178509041,712190,"",0.0,sg:231a783a896d44ae88fa5e72cded623c,zzz-222@63r-7bn-s3q
1735820180,1735802180,idfa,49cc09965ccf86626cfcb6c2a5e5711fc793211cdf6fad49156a0124aa8da26f,K Smitty Records,Sound Recording Industries,Other Sound Recording Industries,street,eastchester,new york,10709,dr78b,361190051004,512290,"",0.0,sg:a03bd5c2136e3911b0d97ecbd2ce43e4,zzy-222@627-sp4-hdv
1735740594,1735711794,idfa,5c4355bff03be6dee5493799c25a99eb147f200ec504ee5e843520b9a4c2b7e5,Tulalip Tribes of Washington,Civic and Social Organizations,Civic and Social Organizations,10200 34th ave ne,tulalip,washington,98271,c291e,530619400014,813410,"",0.0,sg:757b83cd150b4c7d9444b41c07c61e05,zzw-222@5x2-tb4-tsq
1735757204,1735739204,idfa,5e26121aa14ab2d3cef3e5d45ac208596c5cdccd329e0bf458e963cae1c3614b,Bass Pro Shops,"Sporting Goods, Hobby, and Musical Instrument Stores",Sporting Goods Stores,5900 sugarloaf pkwy,lawrenceville,georgia,30043,dnh1q,131350505111,451110,Bass Pro Shops,2.0,sg:0344d480068340778b59ba24791af6ad,222-222@8g7-2pd-d7q
1735798161,1735776561,other,a04f464867a05b3592c5917b3b6cd19786e62f3dcd82364929acdec155fed76a,Botanical Research Institute of Texas,"Museums, Historical Sites, and Similar Institutions",Zoos and Botanical Gardens,1700 university dr,fort worth,texas,76107,9vff2,484391020001,712130,"",0.0,sg:629caff7bf2145ef8d816929d5511b46,222-222@5qw-w25-wkz
1735749110,1735727510,aaid,e22b25172193c6710f92b4117dd6ab7672391132927974141fc2bf2871e1fa4a,Versatile Athletics,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,4405 e stassney ln,austin,texas,78744,9v67z,484530024121,713940,"",0.0,sg:674ae98fb0c03a81ac4dbd40a12bdd71,22b-222@8t2-k7s-6tv
1735734161,1735716161,aaid,5a3a21904611e558ab1b04f7177c6d3b5d7b332ca1f8d3f9dfea5894a86d6b9f,Crossroads Fitness Powell,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,1514 w emory rd,powell,tennessee,37849,dnkhz,470930061041,713940,"",0.0,sg:9c7e28437cef309c8ece0ec1bff027f1,222-223@8g9-xn9-nnq
1735735951,1735717951,aaid,d7fbcf683cc272211b7df29c26961236c4681d491f245940968bdf94ce1f2f30,Drug Disposal Site at ASHEVILLE VA MEDICAL CENTER MENTAL HEALTH SERVICE 116A,Waste Treatment and Disposal,Hazardous Waste Treatment and Disposal,1100 tunnel rd,asheville,north carolina,28805,dnm67,370210018023,562211,"",0.0,sg:32bb1ba5bcf630cf9b2c8d18a9e7a264,222-223@8gf-r69-x3q
