run_dir,run_name,condition,cond_dim,k_joint_dim,shape_dims,tvd_joint,tvd_joint_raw,cosine_joint,cosine_joint_raw,baseline_independence_tvd_joint,baseline_ipf_seed_tvd_joint,delta_vs_ipf,delta_vs_independence,zscore_enabled,epochs,batch_size,n_train,steps_per_epoch,total_steps,hidden_dims,condition_injection,eval_mode,seed
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_b19037_mikfold_fixscale_20260220T094927Z,_us_puma_b19037_mikfold_fixscale_20260220T094927Z,marginal,,64,,0.06854906180488227,0.07263768569695155,0.9894690421110726,0.988062779473634,0.12317044806557438,0.07430855947120543,-0.005759497666323166,-0.054621386260692115,True,4000,512,2388,5,20000,"1024,1024",concat,mi_kfold,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_3var_leaveMI_k64_20260220T115607Z,_us_puma_3var_leaveMI_k64_20260220T115607Z,marginal,12.0,64,"4,4,4",0.054738534159056565,0.055339510661368385,0.9967686022053284,0.9967003841902106,0.3829370078713881,0.07021270970914373,-0.015474175550087163,-0.3281984737123316,True,10000,512,2388,5,50000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_b19037_mikfold_fixscale_20260220T094927Z,_us_puma_b19037_mikfold_fixscale_20260220T094927Z,none,,64,,0.16953604285724574,0.16953604285724574,0.9190211479081842,0.9190211479081842,0.12317044806557438,0.07430855947120543,0.09522748338604031,0.04636559479167136,True,4000,512,2388,5,20000,"1024,1024",concat,mi_kfold,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_3var_leaveMI_k64_20260220T115607Z,_us_puma_3var_leaveMI_k64_20260220T115607Z,none,0.0,64,"4,4,4",0.1539002177047519,0.1539002177047519,0.9697336588945114,0.9697336588945114,0.3829370078713881,0.07021270970914373,0.08368750799560817,-0.22903679016663622,True,10000,512,2388,5,50000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_3var_leaveMI_k256_20260220T120026Z,_us_puma_3var_leaveMI_k256_20260220T120026Z,marginal,24.0,256,"4,16,4",0.10065413576844966,0.10655481170293818,0.9958511329312126,0.9945343560251189,0.4334648032503745,0.10303285249694555,-0.0023787167284958916,-0.33281066748192484,True,10000,512,2388,5,50000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_3var_leaveMI_k256_20260220T120026Z,_us_puma_3var_leaveMI_k256_20260220T120026Z,none,0.0,256,"4,16,4",0.19113459037935887,0.19113459037935887,0.9808091149952906,0.9808091149952906,0.4334648032503745,0.10303285249694555,0.08810173788241332,-0.24233021287101564,True,10000,512,2388,5,50000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_leaveMI_30000ep_20260220T100927Z,_us_puma_5var_leaveMI_30000ep_20260220T100927Z,marginal,18.0,512,"4,2,4,4,4",0.14659192354894035,0.27050762113977966,0.9853263640327257,0.8947650736033002,0.5116111634417673,0.11157693170705883,0.03501499184188152,-0.3650192398928269,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_pairwise_cond_20260220T120234Z,_us_puma_5var_pairwise_cond_20260220T120234Z,marginal,18.0,512,"4,2,4,4,4",0.14659192354894035,0.27050762113977966,0.9853263640327257,0.8947650736033002,0.5116111634417673,0.11157693170705883,0.03501499184188152,-0.3650192398928269,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_pairwise_cond_20260220T120234Z,_us_puma_5var_pairwise_cond_20260220T120234Z,marginal_pairwise,146.0,512,"4,2,4,4,4",0.13933806017446515,0.25742051394494436,0.9857959040745181,0.934010724465157,0.5116111634417673,0.11157693170705883,0.027761128467406318,-0.3722731032673021,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_leaveMI_30000ep_20260220T100927Z,_us_puma_5var_leaveMI_30000ep_20260220T100927Z,none,0.0,512,"4,2,4,4,4",0.338031829551809,0.338031829551809,0.9042243241279742,0.9042243241279742,0.5116111634417673,0.11157693170705883,0.22645489784475015,-0.17357933388995828,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_pairwise_cond_20260220T120234Z,_us_puma_5var_pairwise_cond_20260220T120234Z,none,0.0,512,"4,2,4,4,4",0.338031829551809,0.338031829551809,0.9042243241279742,0.9042243241279742,0.5116111634417673,0.11157693170705883,0.22645489784475015,-0.17357933388995828,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
/home/jinlin/projects/Synthetic_City/outputs/_us_puma_5var_pairwise_cond_20260220T120234Z,_us_puma_5var_pairwise_cond_20260220T120234Z,pairwise,128.0,512,"4,2,4,4,4",0.24852626279597742,0.24852626279597742,0.9348478044410391,0.9348478044410391,0.5116111634417673,0.11157693170705883,0.1369493310889186,-0.2630849006457898,True,30000,512,2388,5,150000,"1024,1024",concat,leave_mi_out,0
